id,year,category,nominee,staff,company,producer,win
1035,2018, Guest Actor In A Drama Series,The Crown,"Matthew Goode, as Tony Armstrong-Jones",Netflix,Left Bank Pictures in association with Sony Pictures Television,False
1036,2018, Guest Actor In A Drama Series,This Is Us,"Ron Cephas Jones, as William",NBC,20th Century Fox Television,True
1037,2018, Guest Actor In A Drama Series,This Is Us,"Gerald McRaney, as Dr. K",NBC,20th Century Fox Television,False
1038,2018, Guest Actor In A Drama Series,Westworld,"Jimmi Simpson, as William",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
1039,2018, Guest Actress In A Comedy Series,Saturday Night Live,"Tina Fey, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1040,2018, Guest Actress In A Comedy Series,Saturday Night Live,"Tiffany Haddish, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,True
1041,2018, Guest Actress In A Comedy Series,The Marvelous Mrs. Maisel,"Jane Lynch, as Sophie Lennon",Prime Video,Amazon Studios,False
1042,2018, Guest Actress In A Comedy Series,The Good Place,"Maya Rudolph, as Judge Jen",NBC,"Universal Television, Fremulon, 3 Arts Entertainment",False
1043,2018, Guest Actress In A Comedy Series,Will & Grace,"Molly Shannon, as Val",NBC,Universal Television,False
1044,2018, Guest Actress In A Comedy Series,black-ish,"Wanda Sykes, as Daphne Lido",ABC,ABC Studios,False
1045,2018, Guest Actress In A Drama Series,Scandal,"Viola Davis, as Annalise Keating",ABC,ABC Studios,False
1046,2018, Guest Actress In A Drama Series,The Handmaid's Tale,"Kelly Jenrette, as Annie",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1047,2018, Guest Actress In A Drama Series,The Handmaid's Tale,"Cherry Jones, as Holly Osborne",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1048,2018, Guest Actress In A Drama Series,Game Of Thrones,"Diana Rigg, as Lady Olenna Tyrell",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
1049,2018, Guest Actress In A Drama Series,How To Get Away With Murder,"Cicely Tyson, as Ophelia Harkness",ABC,ABC Studios,False
1050,2018, Guest Actress In A Drama Series,The Handmaid's Tale,"Samira Wiley, as Moira",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",True
1062,2018, Narrator,Blue Planet II,"Sir David Attenborough, as Narrator",BBC America,"BBC Studios and The Natural History Unit in co-production with BBC America, Tencent, WDR, France Télévisions, CCTV9",True
1063,2018, Narrator,Savage Kingdom,"Charles Dance, as Narrator",Nat Geo WILD,Icon Films in association with Natural History Film Unit Botswana,False
1064,2018, Narrator,March Of The Penguins 2: The Next Step,"Morgan Freeman, as Narrator",Hulu,"A Bonne Pioche Cinema Production, Paprika Films, Wild-Touch Production, The Walt Disney Company France, Wild Bunch, OCS, France 3",False
1065,2018, Narrator,"If You're Not In The Obit, Eat Breakfast","Carl Reiner, as Narrator",HBO,HBO Documentary Films in association with Shapiro/West Productions,False
1066,2018, Narrator,24/7,"Liev Schreiber, as Narrator",HBO,HBO Sports,False
1072,2018, Comedy Series,Atlanta,"Donald Glover, Executive Producer Paul Simms, Executive Producer Dianne McGunigle, Executive Producer Stephen Glover, Executive Producer Hiro Murai, Co-Executive Producer Stefani Robinson, Producer Alex Orr, Produced by",FX Networks,FX Productions,False
1073,2018, Comedy Series,Barry,"Alec Berg, Executive Producer Bill Hader, Executive Producer Emily Heller, Producer Aida Rodgers, Produced by Liz Sarnoff, Consulting Producer",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
1074,2018, Comedy Series,black-ish,"Kenya Barris, Executive Producer Anthony Anderson, Executive Producer Laurence Fishburne, Executive Producer Helen Sugland, Executive Producer E. Brian Dobbins, Executive Producer Jonathan Groff, Executive Producer Corey Nickerson, Executive Producer Stacy Traub, Executive Producer Gail Lerner, Co-Executive Producer Courtney Lilly, Co-Executive Producer Jenifer Rice-Genzuk Henry, Co-Executive Producer Laura Gutin-Peterson, Co-Executive Producer Lindsey Shockley, Co-Executive Producer Peter Saji, Co-Executive Producer Sam Laybourne, Co-Executive Producer Christian Lander, Supervising Producer Michael Petok, Produced by",ABC,ABC Studios,False
1075,2018, Comedy Series,Curb Your Enthusiasm,"Larry David, Executive Producer Jeff Garlin, Executive Producer Jeff Schaffer, Executive Producer Justin Hurwitz, Supervising Producer Jon Hayman, Producer Laura Streicher, Producer Mychelle Deschamps, Produced by",HBO,HBO Entertainment,False
1076,2018, Comedy Series,GLOW,"Jenji Kohan, Executive Producer Liz Flahive, Executive Producer Carly Mensch, Executive Producer Tara Herrmann, Executive Producer Mark A. Burley, Co-Executive Producer Nick Jones, Supervising Producer Sascha Rothchild, Producer Leanne Moore, Produced by",Netflix,"Glitter Pictures, LLC",False
1077,2018, Comedy Series,The Marvelous Mrs. Maisel,"Amy Sherman-Palladino, Executive Producer Daniel Palladino, Executive Producer Sheila Lawrence, Co-Executive Producer Dhana Rivera Gilbert, Produced by",Prime Video,Amazon Studios,True
1078,2018, Comedy Series,Silicon Valley,"Mike Judge, Executive Producer Alec Berg, Executive Producer Clay Tarver, Executive Producer Jim Kleverweis, Executive Producer Jamie Babbit, Executive Producer Anthony King, Co-Executive Producer Graham Wagner, Co-Executive Producer Ron Weiner, Co-Executive Producer",HBO,"HBO Entertainment in association with Judgemental Films, Alec Berg, 3 Arts Entertainment",False
1079,2018, Comedy Series,Unbreakable Kimmy Schmidt,"Tina Fey, Executive Producer Robert Carlock, Executive Producer Jeff Richmond, Executive Producer David Miner, Executive Producer Sam Means, Executive Producer Dan Rubin, Co-Executive Producer Leila Strachan, Co-Executive Producer Eric Gurian, Co-Executive Producer Meredith Scardino, Co-Executive Producer Jerry Kupfer, Produced by",Netflix,"Universal Television, Little Stranger, Inc., 3 Arts Entertainment, Bevel Gears",False
1080,2018, Drama Series,The Americans,"Joe Weisberg, Executive Producer Joel Fields, Executive Producer Chris Long, Executive Producer Graham Yost, Executive Producer Justin Falvey, Executive Producer Darryl Frank, Executive Producer Stephen Schiff, Executive Producer Mary Rae Thewlis, Executive Producer Tracey Scott Wilson, Co-Executive Producer Peter Ackerman, Co-Executive Producer Joshua Brand, Consulting Producer",FX Networks,Fox 21 Television Studios and FX Productions,False
1081,2018, Drama Series,The Crown,"Peter Morgan, Executive Producer Stephen Daldry, Executive Producer Andy Harries, Executive Producer Philip Martin, Executive Producer Suzanne Mackie, Executive Producer Matthew Byam Shaw, Executive Producer Robert Fox, Executive Producer Andy Stebbing, Producer Martin Harrison, Producer",Netflix,Left Bank Pictures in association with Sony Pictures Television,False
1082,2018, Drama Series,Game Of Thrones,"David Benioff, Executive Producer D.B. Weiss, Executive Producer Carolyn Strauss, Executive Producer Frank Doelger, Executive Producer Bernadette Caulfield, Executive Producer George R.R. Martin, Co-Executive Producer Guymon Casady, Co-Executive Producer Vince Gerardis, Co-Executive Producer Bryan Cogman, Co-Executive Producer Chris Newman, Producer Lisa McAtackney, Producer Greg Spence, Producer",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",True
1083,2018, Drama Series,The Handmaid's Tale,"Bruce Miller, Executive Producer Warren Littlefield, Executive Producer Elisabeth Moss, Executive Producer Daniel Wilson, Executive Producer Fran Sears, Executive Producer Mike Barker, Co-Executive Producer Sheila Hockin, Co-Executive Producer Eric Tuchman, Co-Executive Producer Kira Snyder, Co-Executive Producer Yahlin Chang, Co-Executive Producer Frank Siracusa, Co-Executive Producer John Weber, Co-Executive Producer Dorothy Fortenberry, Producer Joseph Boccia, Produced by Margaret Atwood, Consulting Producer Ron Milbauer, Consulting Producer",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1084,2018, Drama Series,Stranger Things,"Iain Paterson, Executive Producer Shawn Levy, Executive Producer Dan Cohen, Executive Producer The Duffer Brothers, Executive Producers Rand Geiger, Producer Justin Doble, Producer",Netflix,A Netflix Original Production,False
1085,2018, Drama Series,This Is Us,"Dan Fogelman, Executive Producer Jess Rosenthal, Executive Producer Isaac Aptaker, Executive Producer Elizabeth Berger, Executive Producer John Requa, Executive Producer Glenn Ficarra, Executive Producer Ken Olin, Executive Producer Charles Gogolak, Executive Producer KJ Steinberg, Co-Executive Producer Steve Beers, Co-Executive Producer Don Roos, Co-Executive Producer Tyler Bensinger, Co-Executive Producer Vera Herbert, Supervising Producer Bekah Brunstetter, Producer Cathy Mickel Gibson, Producer Nick Pavonetti, Producer",NBC,20th Century Fox Television,False
1086,2018, Drama Series,Westworld,"Jonathan Nolan, Executive Producer Lisa Joy, Executive Producer J.J. Abrams, Executive Producer Athena Wickham, Executive Producer Richard J. Lewis, Executive Producer Roberto Patino, Executive Producer Ben Stephenson, Executive Producer Eugene Kelly, Co-Executive Producer Ron Fitzgerald, Co-Executive Producer Frederick E.O. Toye, Co-Executive Producer Michael Polaire, Co-Executive Producer Carly Wray, Producer Dan Dietz, Producer Stephen Semel, Producer Jordan Goldberg, Consulting Producer",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
1087,2018, Limited Series,The Alienist,"Hossein Amini, Executive Producer E. Max Frye, Executive Producer Rosalie Swedlin, Executive Producer Steve Golin, Executive Producer Chris Symes, Executive Producer Jakob Verbruggen, Executive Producer Cary Joji Fukunaga, Executive Producer Eric Roth, Executive Producer Jamie Payne, Co-Executive Producer Marshall Persinger, Co-Executive Producer Ben Rosenblatt, Co-Executive Producer Seth Fisher, Co-Executive Producer",TNT,A Paramount Television and Turner's Studio T co-production,False
1088,2018, Limited Series,The Assassination Of Gianni Versace: American Crime Story,"Ryan Murphy, Executive Producer Nina Jacobson, Executive Producer Brad Simpson, Executive Producer Alexis Martin Woodall, Executive Producer Tom Rob Smith, Executive Producer Daniel Minahan, Executive Producer Brad Falchuk, Executive Producer Scott Alexander, Executive Producer Larry Karaszewski, Executive Producer Chip Vucelich, Co-Executive Producer/Produced by Eric Kovtun, Producer Lou Eyrich, Producer Eryn Krueger Mekash, Producer",FX Networks,Fox 21 Television Studios and FX Productions,True
1089,2018, Limited Series,Genius: Picasso,"Ken Biller, Executive Producer Brian Grazer, Executive Producer Ron Howard, Executive Producer Francie Calfo, Executive Producer Gigi Pritzker, Executive Producer Rachel Shane, Executive Producer Sam Sokolow, Executive Producer Raf Green, Co-Executive Producer Wendy Riss, Co-Executive Producer Noah Pink, Co-Executive Producer Matthew Newman, Supervising Producer Kelly M. Manners, Produced by",National Geographic,Imagine Television and Fox 21 Television Studios,False
1090,2018, Limited Series,Godless,"Casey Silver, Executive Producer Steven Soderbergh, Executive Producer Scott Frank, Executive Producer Jessica Levin, Producer Michael Malone, Produced by",Netflix,A Netflix Original Production,False
1091,2018, Limited Series,Patrick Melrose,"Rachael Horovitz, Executive Producer Michael Jackson, Executive Producer Adam Ackland, Executive Producer Benedict Cumberbatch, Executive Producer Helen Flint, Executive Producer Stephen Smallwood, Producer",Showtime,"Sky, West Fourth Films/A Two Cities Television",False
1092,2018, Television Movie,Fahrenheit 451,"Sarah Green, Executive Producer Ramin Bahrani, Executive Producer Michael B. Jordan, Executive Producer Alan Gasmer, Executive Producer Peter Jaysen, Executive Producer David Coatsworth, Produced by",HBO,"HBO Films in association with Brace Cove, Noruz Films, Outlier Society Productions",False
1093,2018, Television Movie,Flint,"Queen Latifah, Executive Producer Shakim Compere, Executive Producer Katie Couric, Executive Producer Craig Zadan, Executive Producer Neil Meron, Executive Producer Mark Nicholson, Co-Executive Producer John M. Eckert, Produced by",Lifetime,Sony Pictures Television,False
1094,2018, Television Movie,Paterno,"Barry Levinson, Executive Producer Jason Sosnoff, Executive Producer Tom Fontana, Executive Producer Edward R. Pressman, Executive Producer Rick Nicita, Executive Producer Lindsay Sloane, Executive Producer Amy Herman, Produced by",HBO,"HBO Films in association with Sony Pictures Television, Levinson/Fontana and Edward R. Pressman/RP Media Company Productions",False
1095,2018, Television Movie,The Tale,"Jennifer Fox, Produced by Oren Moverman, Produced by Laura Rister, Produced by Mynette Louie, Produced by Simone Pero, Produced by Lawrence Inglee, Produced by Sol Bondy, Produced by Regina K. Scully, Produced by Lynda Weinman, Produced by Reka Posta, Produced by",HBO,"HBO Films in association with Gamechanger Films, A Luminous Mind, Untitled Entertainment, Blackbird, One Two Films",False
1096,2018, Television Movie,USS Callister (Black Mirror),"Annabel Jones, Executive Producer Charlie Brooker, Executive Producer Louise Sutton, Producer",Netflix,House of Tomorrow,True
1097,2018, Variety Talk Series,The Daily Show With Trevor Noah,"Trevor Noah, Executive Producer/Host Steve Bodow, Executive Producer Jennifer Flanz, Executive Producer Jill Katz, Executive Producer Justin Melkmann, Co-Executive Producer Max Browning, Supervising Producer Eric Davies, Supervising Producer Pamela DePace, Supervising Producer Ramin Hedayati, Supervising Producer Elise Terrell, Supervising Producer Zhubin Parang, Producer David Kibuuka, Producer",Comedy Central,"Central Productions, LLC",False
1098,2018, Variety Talk Series,Full Frontal With Samantha Bee,"Samantha Bee, Executive Producer/Host Jason Jones, Executive Producer Tony Hernandez, Executive Producer Miles Kahn, Executive Producer Alison Camillo, Executive Producer Pat King, Executive Producer Allana Harkin, Producer Chris Savage, Producer",TBS,Jax Media,False
1099,2018, Variety Talk Series,Jimmy Kimmel Live!,"Jimmy Kimmel, Executive Producer/Host Jill Leiderman, Executive Producer Jason Schrift, Co-Executive Producer Doug DeLuca, Co-Executive Producer Erin Irwin, Co-Executive Producer David Craig, Co-Executive Producer Jennifer Sharron, Co-Executive Producer Gary Greenberg, Supervising Producer Tony Romero, Supervising Producer Ken Crosby, Producer Molly McNearney, Producer Seth Weidner, Producer Josh Weintraub, Producer",ABC,ABC Studios in association with Jackhole Industries,False
